,Date,Time,Prolific ID,Random,Pages Visited
5953,2022-11-22,22:02:26,pid=5e80d4b3a33aaa00097566e1,rd=3,/doorble/ads_lft.html
5956,2022-11-22,22:02:28,pid=58477607f1b9b3000192bb01,rd=8,/doorble/homepage
5991,2022-11-22,22:02:28,pid=58477607f1b9b3000192bb01,rd=8,/doorble/completion.html
5996,2022-11-22,22:02:30,pid=591be15e630b1e00018f7dd0,rd=1,/doorble/registration
6017,2022-11-22,22:02:31,pid=5f342a35aea7432daf29219d,rd=2,/doorble/registration
6033,2022-11-22,22:02:31,pid=591be15e630b1e00018f7dd0,rd=1,/doorble/ads_sft_img.html
6038,2022-11-22,22:02:31,pid=5f342a35aea7432daf29219d,rd=2,/doorble/ads_lft_video.html
6043,2022-11-22,22:02:31,pid=5f342a35aea7432daf29219d,rd=2,/doorble/loc_lft_video.html
6047,2022-11-22,22:02:31,pid=5f342a35aea7432daf29219d,rd=2,/doorble/completion.html
6051,2022-11-22,22:02:31,pid=591be15e630b1e00018f7dd0,rd=1,/doorble/settings.html
6055,2022-11-22,22:02:32,pid=591be15e630b1e00018f7dd0,rd=1,/doorble/loc_sft_img.html
6062,2022-11-22,22:02:32,pid=591be15e630b1e00018f7dd0,rd=1,/doorble/completion.html
6066,2022-11-22,22:02:32,pid=5e57fdd4ba0130000c520c46,rd=7,/doorble/homepage
6107,2022-11-22,22:02:34,pid=5e57fdd4ba0130000c520c46,rd=7,/doorble/ads_lft.html
6113,2022-11-22,22:02:34,pid=5e98e245aa25c6120f522a40,rd=8,/doorble/homepage
6151,2022-11-22,22:02:35,pid=591be15e630b1e00018f7dd0,rd=1,/doorble/ads_lft.html
6155,2022-11-22,22:02:35,pid=5e98e245aa25c6120f522a40,rd=8,/doorble/completion.html
6163,2022-11-22,22:02:36,pid=5ee8c7fc15b7921df9c2d2a6,rd=3,/doorble/homepage
6198,2022-11-22,22:02:37,pid=5ee8c7fc15b7921df9c2d2a6,rd=3,/doorble/completion.html
6209,2022-11-22,22:02:38,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/homepage
6216,2022-11-22,22:02:38,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/completion.html
6225,2022-11-22,22:02:39,pid=5e98e245aa25c6120f522a40,rd=8,/doorble/ads_lft.html
6233,2022-11-22,22:02:40,pid=5ee8c7fc15b7921df9c2d2a6,rd=3,/doorble/ads_lft.html
6236,2022-11-22,22:02:40,pid=5e57fdd4ba0130000c520c46,rd=7,/doorble/settings.html
6246,2022-11-22,22:02:41,pid=58477607f1b9b3000192bb01,rd=8,/doorble/loc_lft.html
6251,2022-11-22,22:02:45,pid=591be15e630b1e00018f7dd0,rd=1,/doorble/loc_lft.html
6260,2022-11-22,22:02:49,pid=5ee8c7fc15b7921df9c2d2a6,rd=3,/doorble/loc_lft.html
6267,2022-11-22,22:02:50,pid=5e98e245aa25c6120f522a40,rd=8,/doorble/loc_lft.html
6270,2022-11-22,22:02:52,pid=5e98e245aa25c6120f522a40,rd=8,/doorble/settings.html
6275,2022-11-22,22:02:55,pid=632364b4d82340a8534faa0b,rd=1,/doorble/registration
6291,2022-11-22,22:02:55,pid=632364b4d82340a8534faa0b,rd=1,/doorble/ads_sft_img.html
6296,2022-11-22,22:02:55,pid=632364b4d82340a8534faa0b,rd=1,/doorble/settings.html
6300,2022-11-22,22:02:55,pid=632364b4d82340a8534faa0b,rd=1,/doorble/loc_sft_img.html
6304,2022-11-22,22:02:56,pid=632364b4d82340a8534faa0b,rd=1,/doorble/completion.html
6308,2022-11-22,22:02:58,pid=5e98e245aa25c6120f522a40,rd=8,/doorble/homepage.html
6314,2022-11-22,22:02:59,pid=632364b4d82340a8534faa0b,rd=1,/doorble/ads_lft.html
6319,2022-11-22,22:03:03,pid=632364b4d82340a8534faa0b,rd=1,/doorble/loc_lft.html
6330,2022-11-22,22:03:31,pid=5fbae54831099083583afff0,rd=5,/doorble/homepage
6364,2022-11-22,22:03:31,pid=5fbae54831099083583afff0,rd=5,/doorble/helpcenter.html
6368,2022-11-22,22:03:31,pid=5fbae54831099083583afff0,rd=5,/doorble/ads_lft_video.html
6372,2022-11-22,22:03:32,pid=5fbae54831099083583afff0,rd=5,/doorble/completion.html
6378,2022-11-22,22:03:33,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/homepage
6382,2022-11-22,22:03:33,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/helpcenter.html
6386,2022-11-22,22:03:33,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/loc_lft_video.html
6389,2022-11-22,22:03:33,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/completion.html
6402,2022-11-22,22:03:43,pid=5fbae54831099083583afff0,rd=5,/doorble/loc_lft_video.html
6406,2022-11-22,22:04:01,pid=5e57fdd4ba0130000c520c46,rd=7,/doorble/completion.html
6412,2022-11-22,22:10:14,pid=1234,rd=3,
6544,2022-11-26,22:21:33,pid=jack,rd=4,/doorble/homepage
6547,2022-11-26,22:21:33,pid=jack,rd=4,/doorble/helpcenter.html
6551,2022-11-26,22:21:33,pid=jack,rd=4,/doorble/ads_sft_img.html
6554,2022-11-26,22:21:33,pid=jack,rd=4,/doorble/completion.html
6558,2022-11-26,22:21:34,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/homepage
6563,2022-11-26,22:21:34,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/helpcenter.html
6567,2022-11-26,22:21:34,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/loc_sft_img.html
6570,2022-11-26,22:21:34,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/completion.html
6575,2022-11-26,22:21:37,pid=jack,rd=4,/doorble/loc_sft_img.html
6578,2022-11-27,22:10:21,pid=jack,rd=3,/doorble/homepage.html
6581,2022-11-27,22:10:21,pid=jack,rd=3,/doorble/loc_lft.html
6584,2022-11-27,22:10:22,pid=jack,rd=3,/doorble/ads_lft.html
6680,2022-11-28,22:11:02,pid=jack,rd=7,/doorble/homepage.html
6715,2022-11-28,22:11:02,pid=jack,rd=9,/doorble/homepage.html
6718,2022-11-28,22:11:02,pid=jack,rd=9,/doorble/homepage.html
6719,2022-11-28,22:11:35,pid=5f71de70178e8a0686d11092,rd=7,/doorble/homepage
6753,2022-11-28,22:11:35,pid=5f71de70178e8a0686d11092,rd=7,/doorble/completion.html
6766,2022-11-28,22:11:37,pid=5f71de70178e8a0686d11092,rd=7,/doorble/ads_lft.html
6769,2022-11-28,22:11:39,pid=5f71de70178e8a0686d11092,rd=7,/doorble/homepage
6807,2022-11-28,22:11:41,pid=57d6b1718e00270001b430cc,rd=9,/doorble/homepage
6842,2022-11-28,22:11:41,pid=57d6b1718e00270001b430cc,rd=9,/doorble/completion.html
6860,2022-11-28,22:11:43,pid=569916e4b0e16500050131b4,rd=2,/doorble/registration
6876,2022-11-28,22:11:43,pid=569916e4b0e16500050131b4,rd=2,/doorble/ads_lft_video.html
6883,2022-11-28,22:11:44,pid=57d6b1718e00270001b430cc,rd=9,/doorble/loc_lft.html
6888,2022-11-28,22:11:45,pid=575aec0704c82c0006dc0fe3,rd=1,/doorble/registration
6904,2022-11-28,22:11:46,pid=575aec0704c82c0006dc0fe3,rd=1,/doorble/ads_sft_img.html
6909,2022-11-28,22:11:46,pid=575aec0704c82c0006dc0fe3,rd=1,/doorble/loc_sft_img.html
6913,2022-11-28,22:11:46,pid=569916e4b0e16500050131b4,rd=2,/doorble/loc_lft_video.html
6914,2022-11-28,22:11:46,pid=575aec0704c82c0006dc0fe3,rd=1,/doorble/completion.html
6921,2022-11-28,22:11:47,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/homepage
6962,2022-11-28,22:11:47,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/helpcenter.html
6966,2022-11-28,22:11:48,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/ads_lft_video.html
6970,2022-11-28,22:11:48,pid=569916e4b0e16500050131b4,rd=2,/doorble/settings.html
6987,2022-11-28,22:11:48,pid=5832fa8996ecce0001d65197,rd=9,/doorble/homepage
7023,2022-11-28,22:11:48,pid=5832fa8996ecce0001d65197,rd=9,/doorble/completion.html
7029,2022-11-28,22:11:49,pid=569916e4b0e16500050131b4,rd=2,/doorble/completion.html
7033,2022-11-28,22:11:49,pid=5accce591667e40001d8c1e3,rd=6,/doorble/homepage
7066,2022-11-28,22:11:49,pid=5accce591667e40001d8c1e3,rd=6,/doorble/settings.html
7070,2022-11-28,22:11:49,pid=5accce591667e40001d8c1e3,rd=6,/doorble/completion.html
7074,2022-11-28,22:11:50,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/homepage
7080,2022-11-28,22:11:50,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/settings.html
7084,2022-11-28,22:11:50,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/completion.html
7088,2022-11-28,22:11:50,pid=56f2a152ed0cf6000c913b6c,rd=7,/doorble/homepage
7123,2022-11-28,22:11:50,pid=58cdee8b8460040001e1edb4,rd=4,/doorble/homepage
7155,2022-11-28,22:11:50,pid=56f2a152ed0cf6000c913b6c,rd=7,/doorble/completion.html
7163,2022-11-28,22:11:51,pid=58cdee8b8460040001e1edb4,rd=4,/doorble/helpcenter.html
7167,2022-11-28,22:11:51,pid=58cdee8b8460040001e1edb4,rd=4,/doorble/ads_sft_img.html
7170,2022-11-28,22:11:51,pid=58cdee8b8460040001e1edb4,rd=4,/doorble/completion.html
7179,2022-11-28,22:11:52,pid=5c93e410ec114b001641a170,rd=2,/doorble/registration
7195,2022-11-28,22:11:52,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/homepage
7200,2022-11-28,22:11:52,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/completion.html
7205,2022-11-28,22:11:52,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/helpcenter.html
7209,2022-11-28,22:11:52,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/loc_sft_img.html
7212,2022-11-28,22:11:52,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/completion.html
7215,2022-11-28,22:11:52,pid=56f2a152ed0cf6000c913b6c,rd=7,/doorble/ads_lft.html
7218,2022-11-28,22:11:52,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/homepage
7255,2022-11-28,22:11:52,pid=5accce591667e40001d8c1e3,rd=6,
7259,2022-11-28,22:11:52,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/homepage
7265,2022-11-28,22:11:52,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/helpcenter.html
7269,2022-11-28,22:11:52,pid=5accce591667e40001d8c1e3,rd=6,/doorble/ads_lft.html
7272,2022-11-28,22:11:53,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/loc_lft_video.html
7276,2022-11-28,22:11:53,pid=5c93e410ec114b001641a170,rd=2,/doorble/ads_lft_video.html
7282,2022-11-28,22:11:53,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/completion.html
7290,2022-11-28,22:11:54,pid=56f2a152ed0cf6000c913b6c,rd=7,/doorble/settings.html
7294,2022-11-28,22:11:54,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/helpcenter.html
7298,2022-11-28,22:11:54,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/ads_lft_video.html
7301,2022-11-28,22:11:54,pid=60fe14fa6b07c0db08b74436,rd=3,/doorble/homepage
7334,2022-11-28,22:11:54,pid=5c93e410ec114b001641a170,rd=2,/doorble/loc_lft_video.html
7338,2022-11-28,22:11:54,pid=60fe14fa6b07c0db08b74436,rd=3,/doorble/completion.html
7350,2022-11-28,22:11:54,pid=5f4f93bcb46af5055714d433,rd=8,/doorble/homepage
7382,2022-11-28,22:11:54,pid=5c93e410ec114b001641a170,rd=2,/doorble/completion.html
7397,2022-11-28,22:11:55,pid=5b06d013732c5d000154dbf8,rd=7,/doorble/homepage
7431,2022-11-28,22:11:55,pid=5f4f93bcb46af5055714d433,rd=8,/doorble/completion.html
7436,2022-11-28,22:11:55,pid=5bc151ece6491a00013a21f3,rd=6,/doorble/homepage
7467,2022-11-28,22:11:55,pid=5b06d013732c5d000154dbf8,rd=7,/doorble/completion.html
7474,2022-11-28,22:11:55,pid=6298dd311a003b986813851b,rd=1,/doorble/registration
7496,2022-11-28,22:11:56,pid=62ed28c7c3eda61e8bed0c7e,rd=4,/doorble/homepage
7526,2022-11-28,22:11:56,pid=569916e4b0e16500050131b4,rd=2,/doorble/ads_lft_video.html
7545,2022-11-28,22:11:56,pid=56f2a152ed0cf6000c913b6c,rd=7,/doorble/loc_lft.html
7562,2022-11-28,22:11:56,pid=56e32190e414dc000c8b40ae,rd=3,/doorble/homepage
7589,2022-11-28,22:11:56,pid=5bc151ece6491a00013a21f3,rd=6,/doorble/settings.html
7596,2022-11-28,22:11:56,pid=6298dd311a003b986813851b,rd=1,/doorble/ads_sft_img.html
7604,2022-11-28,22:11:56,pid=628d78a2ccf4a41f24c2d2d8,rd=5,/doorble/homepage
7638,2022-11-28,22:11:56,pid=62ed28c7c3eda61e8bed0c7e,rd=4,/doorble/helpcenter.html
7645,2022-11-28,22:11:56,pid=628d78a2ccf4a41f24c2d2d8,rd=5,/doorble/helpcenter.html
7649,2022-11-28,22:11:56,pid=58cdee8b8460040001e1edb4,rd=4,/doorble/loc_sft_img.html
7655,2022-11-28,22:11:56,pid=628d78a2ccf4a41f24c2d2d8,rd=5,/doorble/ads_lft_video.html
7673,2022-11-28,22:11:56,pid=62ed28c7c3eda61e8bed0c7e,rd=4,/doorble/loc_sft_img.html
7676,2022-11-28,22:11:56,pid=6298dd311a003b986813851b,rd=1,/doorble/ads_lft.html
7681,2022-11-28,22:11:56,pid=62ed28c7c3eda61e8bed0c7e,rd=4,/doorble/completion.html
7685,2022-11-28,22:11:56,pid=56e32190e414dc000c8b40ae,rd=3,/doorble/completion.html
7689,2022-11-28,22:11:56,pid=6298dd311a003b986813851b,rd=1,/doorble/loc_sft_img.html
7693,2022-11-28,22:11:57,pid=5bc151ece6491a00013a21f3,rd=6,/doorble/completion.html
7702,2022-11-28,22:11:57,pid=6298dd311a003b986813851b,rd=1,/doorble/completion.html
7703,2022-11-28,22:11:57,pid=5e307b72ef67c706b15f4453,rd=2,/doorble/registration
7722,2022-11-28,22:11:57,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/homepage
7727,2022-11-28,22:11:57,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/homepage
7733,2022-11-28,22:11:57,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/helpcenter.html
7737,2022-11-28,22:11:57,pid=5e307b72ef67c706b15f4453,rd=2,/doorble/ads_lft_video.html
7742,2022-11-28,22:11:57,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/loc_sft_img.html
7749,2022-11-28,22:11:57,pid=SV_cO3AKtgfjaDuEtg,rd=4,/doorble/completion.html
7755,2022-11-28,22:11:57,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/completion.html
7775,2022-11-28,22:11:57,pid=60a1b8df69c606f894a49a33,rd=8,/doorble/homepage
7806,2022-11-28,22:11:57,pid=5accce591667e40001d8c1e3,rd=6,/doorble/loc_lft.html
7809,2022-11-28,22:11:57,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/homepage
7817,2022-11-28,22:11:57,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/settings.html
7821,2022-11-28,22:11:58,pid=5e9389d87d6dc1078fe0ebee,rd=9,/doorble/homepage
7856,2022-11-28,22:11:58,pid=60a1b8df69c606f894a49a33,rd=8,/doorble/completion.html
7862,2022-11-28,22:11:58,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/completion.html
7866,2022-11-28,22:11:58,pid=5b06d013732c5d000154dbf8,rd=7,/doorble/ads_lft.html
7882,2022-11-28,22:11:59,pid=5e9a363724927e0d07782751,rd=5,/doorble/homepage
7915,2022-11-28,22:11:59,pid=5e9a363724927e0d07782751,rd=5,/doorble/helpcenter.html
7919,2022-11-28,22:11:59,pid=57334d427d01ed00098e8e69,rd=9,/doorble/homepage
7951,2022-11-28,22:11:59,pid=5e9a363724927e0d07782751,rd=5,/doorble/ads_lft_video.html
7956,2022-11-28,22:11:59,pid=5e9a363724927e0d07782751,rd=5,/doorble/completion.html
7960,2022-11-28,22:11:59,pid=5bc151ece6491a00013a21f3,rd=6,
7964,2022-11-28,22:12:00,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/homepage
7972,2022-11-28,22:12:00,pid=57334d427d01ed00098e8e69,rd=9,/doorble/completion.html
7992,2022-11-28,22:12:00,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/helpcenter.html
7997,2022-11-28,22:12:00,pid=5bc151ece6491a00013a21f3,rd=6,/doorble/ads_lft.html
8000,2022-11-28,22:12:00,pid=5832fa8996ecce0001d65197,rd=9,/doorble/homepage
8018,2022-11-28,22:12:00,pid=56e32190e414dc000c8b40ae,rd=3,/doorble/ads_lft.html
8032,2022-11-28,22:12:00,pid=62ed28c7c3eda61e8bed0c7e,rd=4,/doorble/ads_sft_img.html
8035,2022-11-28,22:12:00,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/loc_lft_video.html
8042,2022-11-28,22:12:00,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/homepage
8076,2022-11-28,22:12:00,pid=SV_cO3AKtgfjaDuEtg,rd=5,/doorble/completion.html
8079,2022-11-28,22:12:00,pid=62ed28c7c3eda61e8bed0c7e,rd=4,/doorble/ads_lft.html
8094,2022-11-28,22:12:01,pid=60ff2a644895b264d2d15249,rd=1,/doorble/registration
8110,2022-11-28,22:12:01,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/helpcenter.html
8114,2022-11-28,22:12:01,pid=5e307b72ef67c706b15f4453,rd=2,/doorble/loc_lft_video.html
8122,2022-11-28,22:12:01,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/ads_sft_img.html
8125,2022-11-28,22:12:02,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/ads_lft.html
8128,2022-11-28,22:12:02,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/registration
8144,2022-11-28,22:12:02,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/settings.html
8150,2022-11-28,22:12:02,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/completion.html
8155,2022-11-28,22:12:02,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/ads_lft_video.html
8192,2022-11-28,22:12:02,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/ads_lft_video.html
8198,2022-11-28,22:12:02,pid=5e9389d87d6dc1078fe0ebee,rd=9,/doorble/completion.html
8205,2022-11-28,22:12:02,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/loc_sft_img.html
8208,2022-11-28,22:12:02,pid=62ed28c7c3eda61e8bed0c7e,rd=4,/doorble/loc_lft.html
8211,2022-11-28,22:12:03,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/loc_lft.html
8214,2022-11-28,22:12:03,pid=610ad34844dd2b51bf5d87f5,rd=8,/doorble/homepage
8243,2022-11-28,22:12:03,pid=6298dd311a003b986813851b,rd=1,/doorble/settings.html
8256,2022-11-28,22:12:03,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/completion.html
8272,2022-11-28,22:12:03,pid=610ad34844dd2b51bf5d87f5,rd=8,/doorble/completion.html
8276,2022-11-28,22:12:03,pid=5b06d013732c5d000154dbf8,rd=7,/doorble/homepage
8309,2022-11-28,22:12:03,pid=5e307b72ef67c706b15f4453,rd=2,/doorble/completion.html
8324,2022-11-28,22:12:03,pid=5b06d013732c5d000154dbf8,rd=7,/doorble/loc_lft.html
8327,2022-11-28,22:12:03,pid=569916e4b0e16500050131b4,rd=2,/doorble/loc_lft_video.html
8345,2022-11-28,22:12:04,pid=5f4f93bcb46af5055714d433,rd=8,/doorble/homepage
8397,2022-11-28,22:12:04,pid=56e32190e414dc000c8b40ae,rd=3,/doorble/homepage
8427,2022-11-28,22:12:04,pid=5e3b8f110d41ad3a7bc35019,rd=6,/doorble/homepage
8467,2022-11-28,22:12:04,pid=5bc151ece6491a00013a21f3,rd=6,/doorble/loc_lft.html
8470,2022-11-28,22:12:04,pid=5f4f93bcb46af5055714d433,rd=8,/doorble/ads_lft.html
8473,2022-11-28,22:12:04,pid=5e3b8f110d41ad3a7bc35019,rd=6,/doorble/settings.html
8478,2022-11-28,22:12:04,pid=5e3b8f110d41ad3a7bc35019,rd=6,/doorble/completion.html
8485,2022-11-28,22:12:05,pid=6298dd311a003b986813851b,rd=1,/doorble/loc_sft_img.html
8489,2022-11-28,22:12:05,pid=6298dd311a003b986813851b,rd=1,/doorble/loc_lft.html
8492,2022-11-28,22:12:05,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/homepage
8498,2022-11-28,22:12:05,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/settings.html
8502,2022-11-28,22:12:05,pid=5e307b72ef67c706b15f4453,rd=2,/doorble/ads_lft_video.html
8511,2022-11-28,22:12:05,pid=SV_cO3AKtgfjaDuEtg,rd=6,/doorble/completion.html
8536,2022-11-28,22:12:07,pid=610ad34844dd2b51bf5d87f5,rd=8,/doorble/ads_lft.html
8539,2022-11-28,22:12:07,pid=5e3b8f110d41ad3a7bc35019,rd=6,
8543,2022-11-28,22:12:08,pid=5e3b8f110d41ad3a7bc35019,rd=6,/doorble/ads_lft.html
8546,2022-11-28,22:12:09,pid=5e307b72ef67c706b15f4453,rd=2,/doorble/loc_lft_video.html
8553,2022-11-28,22:12:10,pid=6111c95332b4f21de44a25c7,rd=5,/doorble/loc_lft_video.html
8572,2022-11-28,22:12:10,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/loc_lft_video.html
8613,2022-11-28,22:12:11,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/settings.html
8617,2022-11-28,22:12:11,pid=5e9a363724927e0d07782751,rd=5,/doorble/ads_lft_video.html
8636,2022-11-28,22:12:11,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/homepage.html
8656,2022-11-28,22:12:11,pid=5e3b8f110d41ad3a7bc35019,rd=6,/doorble/loc_lft.html
8657,2022-11-28,22:12:11,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/loc_sft_img.html
8681,2022-11-28,22:12:11,pid=5ec59e86c9569f5e8000717b,rd=4,/doorble/loc_lft.html
8687,2022-11-28,22:12:11,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/registration
8689,2022-11-28,22:12:11,pid=5e9389d87d6dc1078fe0ebee,rd=9,/doorble/homepage
8723,2022-11-28,22:12:11,pid=610ad34844dd2b51bf5d87f5,rd=8,/doorble/homepage
8745,2022-11-28,22:12:12,pid=610ad34844dd2b51bf5d87f5,rd=8,/doorble/loc_lft.html
8748,2022-11-28,22:12:12,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/ads_lft_video.html
8755,2022-11-28,22:12:13,pid=5f4f93bcb46af5055714d433,rd=8,/doorble/homepage
8790,2022-11-28,22:12:13,pid=5f4f93bcb46af5055714d433,rd=8,/doorble/loc_lft.html
8793,2022-11-28,22:12:14,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/completion.html
8801,2022-11-28,22:12:16,pid=5e9a363724927e0d07782751,rd=5,/doorble/loc_lft_video.html
8811,2022-11-28,22:12:19,pid=5cd8a78e0f0de600018e782f,rd=2,/doorble/loc_lft_video.html
8828,2022-11-28,22:12:20,pid=61f2ab5da09e72f23cbaf380,rd=7,/doorble/homepage
8863,2022-11-28,22:12:21,pid=61f2ab5da09e72f23cbaf380,rd=7,/doorble/completion.html
8868,2022-11-28,22:12:22,pid=61f2ab5da09e72f23cbaf380,rd=7,/doorble/homepage
8907,2022-11-28,22:12:24,pid=61f2ab5da09e72f23cbaf380,rd=7,/doorble/ads_lft.html
8910,2022-11-28,22:12:26,pid=614f22dfa54d9361b45c3052,rd=3,/doorble/homepage
8943,2022-11-28,22:12:26,pid=614f22dfa54d9361b45c3052,rd=3,/doorble/completion.html
8947,2022-11-28,22:12:26,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/homepage
8952,2022-11-28,22:12:26,pid=SV_cO3AKtgfjaDuEtg,rd=3,/doorble/completion.html
8959,2022-11-28,22:12:29,pid=614f22dfa54d9361b45c3052,rd=3,/doorble/ads_lft.html
8969,2022-11-28,22:12:32,pid=614f22dfa54d9361b45c3052,rd=3,/doorble/loc_lft.html
9077,2022-11-28,22:16:13,pid=jack,rd=7,/doorble/homepage.html
9110,2022-11-28,22:16:13,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/registration
9126,2022-11-28,22:16:14,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/ads_lft_video.html
9132,2022-11-28,22:16:15,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/settings.html
9136,2022-11-28,22:16:15,pid=60fdc8462cae98e37a614828,rd=5,/doorble/homepage
9169,2022-11-28,22:16:15,pid=61035ae4030737a3d2a51a11,rd=2,/doorble/loc_lft_video.html
